"","destination","passanger","weather","temperature","time","map","coupon","expiration","gender","age","maritalStatus","Childrennumber","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","click","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"1674","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","50plus","Unmarried partner","1","Bachelors degree","Personal Care & Service","$100,000 or More","1","gt8","never","1~3","4~8","1~3","Y2","1","1","0","0","1","1"
"1675","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","50plus","Unmarried partner","1","Bachelors degree","Personal Care & Service","$100,000 or More","1","gt8","never","1~3","4~8","1~3","Y1","1","0","0","1","0","1"
"1676","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","50plus","Unmarried partner","1","Bachelors degree","Personal Care & Service","$100,000 or More","1","gt8","never","1~3","4~8","1~3","Y2","1","0","0","0","1","1"
"1677","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","50plus","Unmarried partner","1","Bachelors degree","Personal Care & Service","$100,000 or More","1","gt8","never","1~3","4~8","1~3","N","1","1","0","0","1","0"
"1678","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","0","0","0","1","1"
"1679","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y1","1","0","0","0","1","1"
"1680","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Bar","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","0","0","0","1","1"
"1681","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","1","0","0","1","0"
"1682","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC1","Coffee House","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","0","0","0","1","1"
"1683","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","1","0","0","1","1"
"1684","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","1","0","0","1","1"
"1685","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(<20)","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","1","0","0","1","1"
"1686","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","0","0","0","1","0"
"1687","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y1","1","1","0","0","1","1"
"1688","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC1","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","0","0","0","1","0"
"1689","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","1","0","0","1","0"
"1690","No Urgent Place","Alone","Sunny","55","10AM","NAC1","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","0","0","0","1","1"
"1691","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","0","0","1","0","0"
"1692","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","1","0","0","1","0"
"1693","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","0","0","0","1","0"
"1694","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y1","1","1","1","0","1","1"
"1695","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","1","1","0","1","1"
"1696","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","1","0","0","1","0"
"1697","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","0","0","1","0","0"
"1698","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","Y2","1","0","0","0","1","1"
"1699","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","46","Single","0","Bachelors degree","Management","$100,000 or More","1","never","less1","4~8","1~3","never","N","1","1","0","0","1","0"
"1700","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y2","1","0","0","0","1","1"
"1701","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","0","0","0","1","0"
"1702","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y2","1","1","0","0","1","1"
"1703","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y1","1","1","0","0","1","1"
"1704","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y1","1","1","0","0","1","1"
"1705","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y1","1","1","0","0","1","1"
"1706","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y2","1","1","0","0","1","1"
"1707","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Restaurant(<20)","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y2","1","1","0","0","1","1"
"1708","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y1","1","1","0","0","1","1"
"1709","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Bar","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","1","0","0","1","0"
"1710","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y2","1","0","0","0","1","1"
"1711","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y2","1","1","0","0","1","1"
"1712","No Urgent Place","Kid(s)","Sunny","55","6PM","NAC2","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","1","0","0","1","0"
"1713","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","0","0","1","0","0"
"1714","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","1","0","0","1","0"
"1715","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","0","0","0","1","0"
"1716","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","1","1","0","1","0"
"1717","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","1","1","0","1","0"
"1718","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","1","0","0","1","0"
"1719","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","0","0","1","0","0"
"1720","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","Y2","1","0","0","0","1","1"
"1721","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$50,000 - $62,499","1","never","less1","1~3","1~3","never","N","1","1","0","0","1","0"
"1722","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y2","1","0","0","0","1","1"
"1723","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","0","0","0","1","0"
"1724","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y1","1","1","0","0","1","1"
"1725","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","1","0","0","1","0"
"1726","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","1","0","0","1","0"
"1727","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y1","1","1","0","0","1","1"
"1728","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y2","1","1","0","0","1","1"
"1729","No Urgent Place","Partner","Sunny","80","10AM","NAC1","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","0","0","0","1","0"
"1730","No Urgent Place","Partner","Sunny","80","10AM","NAC1","Restaurant(20-50)","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y2","1","0","0","0","1","1"
"1731","No Urgent Place","Partner","Sunny","80","10AM","NAC1","Bar","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","0","0","0","1","0"
"1732","No Urgent Place","Partner","Sunny","80","10AM","NAC2","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","1","0","0","1","0"
"1733","No Urgent Place","Partner","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y1","1","0","0","0","1","1"
"1734","No Urgent Place","Partner","Sunny","80","6PM","NAC2","Bar","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","1","0","0","1","0"
"1735","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","0","0","1","0","0"
"1736","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y2","1","1","0","0","1","1"
"1737","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","0","0","0","1","0"
"1738","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","1","1","0","1","0"
"1739","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","1","1","0","1","0"
"1740","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y2","1","1","0","0","1","1"
"1741","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y1","1","0","0","1","0","1"
"1742","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","Y2","1","0","0","0","1","1"
"1743","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","26","Married partner","0","Bachelors degree","Computer & Mathematical","$62,500 - $74,999","1","never","less1","less1","gt8","1~3","N","1","1","0","0","1","0"
"1744","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","0","0","0","1","1"
"1745","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","0","0","0","1","1"
"1746","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Bar","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","0","0","0","1","1"
"1747","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","N","1","1","0","0","1","0"
"1748","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC1","Coffee House","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","0","0","0","1","1"
"1749","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","1","0","0","1","1"
"1750","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","1","0","0","1","1"
"1751","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(<20)","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","1","0","0","1","1"
"1752","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","0","0","0","1","1"
"1753","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","1","0","0","1","1"
"1754","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC1","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","0","0","0","1","1"
"1755","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","1","0","0","1","1"
"1756","No Urgent Place","Alone","Sunny","55","10AM","NAC1","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","0","0","0","1","1"
"1757","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","0","0","1","0","1"
"1758","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","1","0","0","1","1"
"1759","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","0","0","0","1","1"
"1760","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","N","1","1","1","0","1","0"
"1761","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","1","1","0","1","1"
"1762","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y1","1","1","0","0","1","1"
"1763","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","N","1","0","0","1","0","0"
"1764","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","Y2","1","0","0","0","1","1"
"1765","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Female","26","Single","0","Bachelors degree","Education, Training, & Library","$25,000 - $37,499","1","never","1~3","less1","1~3","less1","N","1","1","0","0","1","0"
"1766","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"1767","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y2","1","0","0","0","1","1"
"1768","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","N","1","1","0","0","1","0"
"1769","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","N","1","1","0","0","1","0"
"1770","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","N","1","1","0","0","1","0"
"1771","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"1772","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y2","1","1","0","0","1","1"
"1773","No Urgent Place","Partner","Sunny","80","10AM","NAC1","Coffee House","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","N","1","0","0","0","1","0"
"1774","No Urgent Place","Partner","Sunny","80","10AM","NAC1","Restaurant(20-50)","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y2","1","0","0","0","1","1"
"1775","No Urgent Place","Partner","Sunny","80","10AM","NAC1","Bar","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","N","1","0","0","0","1","0"
"1776","No Urgent Place","Partner","Sunny","80","10AM","NAC2","Coffee House","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"1777","No Urgent Place","Partner","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"1778","No Urgent Place","Partner","Sunny","80","6PM","NAC2","Bar","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"1779","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","0","0","1","0","1"
"1780","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"1781","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"1782","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","N","1","1","1","0","1","0"
"1783","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y2","1","1","1","0","1","1"
"1784","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y2","1","1","0","0","1","1"
"1785","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","0","0","1","0","1"
"1786","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y2","1","0","0","0","1","1"
"1787","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","21","Unmarried partner","0","Some college, no degree","Student","$12,500 - $24,999","1","4~8","1~3","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"1788","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"1789","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y1","1","0","0","0","1","1"
"1790","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1791","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1792","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1793","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"1794","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Male","36","Unmarried partner","1","Some college, no degree","Unemployed","$87,500 - $99,999","1","1~3","less1","4~8","1~3","less1","Y2","1","1","0","0","1","1"
